TaxonomicName
Abroma augustum
Glottiphyllum cruciatum
Glottiphyllum davisii
Glottiphyllum depressum
Glottiphyllum depressum
Glottiphyllum difforme
Glottiphyllum fergusoniae
Glottiphyllum fragrans
Glottiphyllum haagei
Glottiphyllum linguiforme
Glottiphyllum longum
Glottiphyllum neilii
Glottiphyllum nelii
Glottiphyllum oligocarpum
Glottiphyllum parvifolium
Glottiphyllum peersii
Glottiphyllum salmii
Glottiphyllum starkeae
Glottiphyllum suave
Glottiphyllum surrectum
Glottiphyllum surrectum
Glottiphyllum uncatum
Gloxinella lindeniana
Gloxinia lindeniana
Gloxinia perennis
Gloxinia perennis
Gloxinia sylvatica 'Glasnevin Jubilee'
Gloxinia sylvatica 'Glasnevin Jubilee'
Glycosmis pentaphylla
Glycosmis pentaphylla
Gmelina philippensis
Gnetum costatum
Gnidia daphnifolia
Goeppertia albertii
Goeppertia cylindrica
Goeppertia loeseneri
Goeppertia loeseneri
Goeppertia makoyana
Goeppertia makoyana
Goeppertia rufibarba
Goeppertia rufibarba
Goeppertia vaginata
Goldfussia pentastemonoides
Goldfussia pentastemonoides
Goldfussia pentastemonoides
Goldfussia pentastemonoides
Gomesa croesus
Gomesa radicans
Gomesa radicans
Gomesa radicans
Gonatopus angustus
Gonatopus angustus
Gonatopus angustus
Gonatopus angustus
Gonatopus angustus
Gonatopus angustus
Gonatopus angustus
Gonatopus boivinii
Gonatopus boivinii
Gonatopus boivinii
Gongora
Gongora chocoensis
Gongora claviodora
Gongora claviodora
Gongora galeottiana
Gongora latibasis
Gongora pleiochroma
Gongora pleiochroma
Gongora quinquenervis
Gongora rufescens
Gongora seideliana
Gongora seideliana
Gongora seideliana
Gongora seideliana
Gongora unicolor
Gonioma kamassi
Gonioma kamassi
Gonzalagunia hirsuta
Goodyera hispida
Goodyera oblongifolia
Goodyera pusilla
Gorgonidium intermedium
Gorgonidium intermedium
Gossypium 'Bravo'
Gossypium arboreum
Gossypium barbadense
Gossypium barbadense
Gossypium herbaceum
Gossypium hirsutum
Gouania tiliifolia
Gouania tiliifolia
Goudaea ospinae var. gruberi
Goudaea ospinae var. gruberi
Goudaea ospinae var. ospinae
Goudaea ospinae var. ospinae
Grammangis ellisii
Grammatophyllum multiflorum
Grammatophyllum scriptum
Grammatophyllum scriptum
Grandidiera boivinii
Graphorkis lurida
Graptopetalum amethystinum
Graptopetalum bellum
Graptopetalum pachyphyllum
Graptopetalum pachyphyllum
Graptopetalum paraguayense
Graptopetalum paraguayense
Gravendeelia chamaelepanthes
Greenovia diplocycla
Greigia sphacelata
Grevillea banksii
Grevillea hilliana
Grevillea olivacea
Grevillea wilkinsonii
Grewia
Grewia
Grewia
Grewia
Grewia amplifolia
Grewia cuneifolia
Grewia geayi
Grewia glandulosa
Grewia monantha
Grewia monantha
Grewia occidentalis
Grewia occidentalis
Grewia pervillei
Grewia ribesioides
Grewia speciosa
Grewia subaequalis
Grewia subaequalis
Grewia triflora
Grewia trinervata
Greyia radlkoferi
Greyia sutherlandii
Griffinia espiritensis
Griffinia liboniana
Griselinia racemosa
Guaiacum officinale
Guarianthe aurantiaca
Guarianthe aurantiaca
Guarianthe bowringiana
Guarianthe bowringiana
Guarianthe bowringiana
Guarianthe bowringiana
Guarianthe bowringiana
Guarianthe bowringiana
Guarianthe bowringiana
Guarianthe bowringiana
Guarianthe bowringiana
Guarianthe bowringiana
Guarianthe hennisiana
Guarianthe skinneri
Guarianthe skinneri
Guarianthe skinneri
Guarianthe skinneri
Guarianthe skinneri
Guarianthe skinneri
Guarianthe skinneri
Guarianthe skinneri
Guarianthe skinneri
Guarianthe skinneri
Guarianthe skinneri
Guarianthe skinneri
Guarianthe skinneri
Guarianthe skinneri
Guarianthe skinneri
Guarianthe × laelioides
Guarianthe × laelioides
Guarianthe × laelioides
Guarianthe × laelioides
Guarianthe × laelioides
Guarianthe × laelioides
Gunnera insignis
Gunnera killipiana
Gunnera killipiana
Gustavia gracillima
Gustavia longifolia
Gustavia longifolia
Gustavia poeppigiana
Gustavia superba
Gustavia superba
Guzmania 'Baco'
Guzmania 'Candy'
Guzmania 'Fragolina'
Guzmania 'Red'
Guzmania 'Sugar Belly'
Guzmania 'Voila'
Guzmania besseae
Guzmania brasiliensis
Guzmania conifera
Guzmania conifera
Guzmania lindenii
Guzmania lingulata
Guzmania lingulata var. cardinalis
Guzmania lingulata var. cardinalis
Guzmania lingulata var. minor
Guzmania monostachia
Guzmania monostachia var. alba
Guzmania monostachia var. alba
Guzmania monostachia var. alba
Guzmania osyana
Guzmania osyana
Guzmania roezlii
Guzmania victoriae
Guzmania wittmackii
Guzmania wittmackii
Guzmania wittmackii
Gymnocalycium
Gymnocalycium
Gymnocalycium amerhauseri
Gymnocalycium bayrianum
Gymnocalycium bodenbenderianum
Gymnocalycium bruchii
Gymnocalycium bruchii
Gymnocalycium calochlorum
Gymnocalycium calochlorum
Gymnocalycium capillense
Gymnocalycium capillense
Gymnocalycium castellanosii
Gymnocalycium castellanosii
Gymnocalycium castellanosii
Gymnocalycium deeszianum
Gymnocalycium deeszianum
Gymnocalycium denudatum
Gymnocalycium erinaceum
Gymnocalycium fleischerianum
Gymnocalycium gibbosum
Gymnocalycium gibbosum
Gymnocalycium gibbosum
Gymnocalycium hamatum
Gymnocalycium horstii
Gymnocalycium horstii
Gymnocalycium horstii
Gymnocalycium hossei
Gymnocalycium hossei
Gymnocalycium hossei
Gymnocalycium hybopleurum
Gymnocalycium hybopleurum
Gymnocalycium hybopleurum
Gymnocalycium hyptiacanthum
Gymnocalycium megalothelon
Gymnocalycium mesopotamicum
Gymnocalycium mihanovichii
Gymnocalycium mihanovichii 'Monstrose'
Gymnocalycium mihanovichii 'Monstrose'
Gymnocalycium mihanovichii var. friedrichii
Gymnocalycium monvillei
Gymnocalycium monvillei
Gymnocalycium monvillei
Gymnocalycium monvillei
Gymnocalycium monvillei subsp. horridispinum
Gymnocalycium mostii
Gymnocalycium mostii
Gymnocalycium obductum
Gymnocalycium ochoterenae
Gymnocalycium ochoterenae subsp. vatteri
Gymnocalycium pflanzii
Gymnocalycium pflanzii subsp. zegarrae
Gymnocalycium pflanzii subsp. zegarrae
Gymnocalycium pflanzii subsp. zegarrae
Gymnocalycium pugionacanthum
Gymnocalycium quehlianum
Gymnocalycium ragonesei
Gymnocalycium reductum subsp. leeanum
Gymnocalycium reductum subsp. leeanum
Gymnocalycium reductum subsp. leeanum
Gymnocalycium riojense
Gymnocalycium ritterianum
Gymnocalycium saglionis
Gymnocalycium saglionis
Gymnocalycium saglionis
Gymnocalycium saglionis
Gymnocalycium saglionis
Gymnocalycium saglionis
Gymnocalycium schickendantzii
Gymnocalycium spegazzinii
Gymnocalycium spegazzinii
Gymnocalycium spegazzinii
Gymnocalycium spegazzinii
Gymnocalycium stenopleurum
Gymnocalycium uruguayense
Gymnosporia arbutifolia
Gynochthodes jasminoides
Gynostemma pentaphyllum
Gynura procumbens
Gypsophila repens 'Alba'
Gyrocarpus americanus
Haageocereus
Haageocereus
Haageocereus
Haageocereus
Haageocereus acranthus subsp. acranthus
Haageocereus pacalaensis
Haageocereus pseudomelanostele
Haageocereus pseudomelanostele
Haageocereus pseudomelanostele
Haageocereus pseudomelanostele
Haageocereus pseudomelanostele
Haageocereus pseudomelanostele
Haageocereus pseudoversicolor
Haageocereus versicolor
Habenaria
Habenaria dentata
Habenaria dentata
Habenaria dentata
Habenaria jaegeri
Habenaria leptoceras
Habenaria leptoceras
Habenaria medusa
Habenaria pasmithii
Habenaria rhodocheila
Habenaria zambesina
Haberlea rhodopensis
Haemanthus albiflos
Haemanthus albiflos
Haemanthus albiflos
Haemanthus albiflos
Haemanthus coccineus
Haemanthus coccineus
Haemanthus coccineus
Haemanthus coccineus
Haemanthus coccineus
Haemanthus coccineus
Haemanthus coccineus
Haemanthus coccineus
Haemanthus coccineus
Haemanthus coccineus
Haemanthus humilis subsp. hirsutus
Haemanthus humilis subsp. hirsutus
Haemanthus humilis subsp. hirsutus
Haemanthus pubescens subsp. pubescens
Hakea invaginata
Hakea salicifolia
Hakea suaveolens
Halleria lucida
Halleria lucida
Haloragis erecta
Hamelia patens
Hamelia patens
Hamelia patens
Handroanthus impetiginosus
Hanguana anthelminthica
Hanguana neglecta
Haplopteris elongata
Hardenbergia comptoniana
Hardenbergia comptoniana
Hardenbergia comptoniana
Hardenbergia comptoniana
Harrisia adscendens
Harrisia adscendens
Harrisia adscendens
Harrisia adscendens
Harrisia divaricata
Harrisia divaricata
Harrisia divaricata
Harrisia divaricata
Harrisia divaricata
Harrisia eriophora
Harrisia gracilis
Harrisia martinii
Harrisia martinii
Harrisia martinii
Harrisia pomanensis
Harrisia pomanensis
Harrisia regelii
Harrisia tortuosa
Hartmanthus pergamentaceus
Harungana madagascariensis
Hatiora gaertneri
Hatiora herminiae
Hatiora salicornioides
Hatiora salicornioides
Hatiora salicornoides f. cylindrica
Hatiora × graeseri
Havardia campylacantha
Haworthia
Haworthia
Haworthia
Haworthia
Haworthia
Haworthia
Haworthia
Haworthia
Haworthia
Haworthia
Haworthia
Haworthia
Haworthia
Haworthia
Haworthia
Haworthia 'Kewensis'
Haworthia altilinea
Haworthia altilinea
Haworthia angustifolia
Haworthia arachnoidea
Haworthia arachnoidea var. namaquensis
Haworthia arachnoidea var. namaquensis
Haworthia aristata
Haworthia armstrongii
Haworthia armstrongii
Haworthia armstrongii
Haworthia asperiuscula
Haworthia attenuata f. britteniana
Haworthia attenuata f. britteniana
Haworthia attenuata f. caespitosa
Haworthia attenuata f. clariperla
Haworthia attenuata var. deltoidea
Haworthia baccata
Haworthia batesiana
Haworthia batesiana
Haworthia batesiana
Haworthia blackbeardiana
Haworthia bolusii
Haworthia bolusii var. bolusii
Haworthia browniana
Haworthia chloracantha
Haworthia chloracantha var. denticulifera
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata
Haworthia coarctata var. tenuis
Haworthia coarctatoides
Haworthia coarctatoides
Haworthia comptoniana
Haworthia cooperi
Haworthia cooperi
Haworthia cooperi
Haworthia cooperi var. truncata
Haworthia cuspidata
Haworthia cuspidata
Haworthia cymbiformis
Haworthia cymbiformis
Haworthia cymbiformis
Haworthia cymbiformis
Haworthia cymbiformis
Haworthia cymbiformis
Haworthia cymbiformis var. cymbiformis
Haworthia cymbiformis var. cymbiformis
Haworthia cymbiformis var. translucens
Haworthia davidii
Haworthia decipiens
Haworthia dekenahii
Haworthia divergens
Haworthia eilyae
Haworthia emelyae
Haworthia emelyae
Haworthia emelyae var. major
Haworthia fasciata
Haworthia fasciata
Haworthia fasciata
Haworthia fasciata
Haworthia fasciata
Haworthia fasciata
Haworthia floribunda
Haworthia foliolosa
Haworthia foliolosa
Haworthia fouchei
Haworthia geraldii
Haworthia glabrata
Haworthia glabrata
Haworthia glabrata
Haworthia glabrata 'Concolor'
Haworthia glabrata var. concolor
Haworthia glauca
Haworthia glauca
Haworthia glauca
Haworthia greenii
Haworthia greenii
Haworthia greenii
Haworthia greenii
Haworthia greenii
Haworthia heidelbergensis var. scabra
Haworthia herbacea
Haworthia herrei
Haworthia herrei
Haworthia herrei
Haworthia herrei
Haworthia herrei
Haworthia herrei
Haworthia herrei
Haworthia herrei
Haworthia herrei var. depauperata
Haworthia hybrid
Haworthia hybrid
Haworthia hybrid
Haworthia hybrid
Haworthia hybrid
Haworthia hybrid
Haworthia hybrid
Haworthia hybrid
Haworthia hybrid
Haworthia hybrid
Haworthia icosiphylla
Haworthia jacobseniana
Haworthia jacobseniana
Haworthia jonesiae
Haworthia kingiana
Haworthia laetevirens
Haworthia leightonii
Haworthia limifolia
Haworthia limifolia
Haworthia longiana
Haworthia longiana
Haworthia longiana
Haworthia longibracteata
Haworthia magnifica
Haworthia magnifica
Haworthia magnifica var. atrofusca
Haworthia margaritifera
Haworthia marumiana
Haworthia marumiana
Haworthia marumiana
Haworthia maughanii
Haworthia mirabilis
Haworthia mirabilis
Haworthia mirabilis
Haworthia mirabilis var. badia
Haworthia monticola
Haworthia musculina
Haworthia musculina
Haworthia nigra
Haworthia nigra
Haworthia nigra
Haworthia nitidula
Haworthia nitidula
Haworthia odetteae
Haworthia otzenii
Haworthia otzenii
Haworthia parksiana
Haworthia parksiana
Haworthia pearsonii
Haworthia pilifera
Haworthia planifolia
Haworthia planifolia
Haworthia pygmaea
Haworthia pygmaea
Haworthia pygmaea
Haworthia pygmaea var. argenteomaculosa
Haworthia radula
Haworthia radula
Haworthia radula
Haworthia radula
Haworthia radula
Haworthia radula
Haworthia radula
Haworthia reinwardtii
Haworthia reinwardtii
Haworthia reinwardtii
Haworthia reinwardtii
Haworthia reinwardtii
Haworthia reinwardtii
Haworthia reinwardtii
Haworthia reinwardtii
Haworthia reinwardtii
Haworthia reinwardtii
Haworthia reinwardtii
Haworthia reinwardtii f. olivacea
Haworthia reinwardtii f. zebrina
Haworthia reinwardtii var. chalumnensis
Haworthia reinwardtii var. chalumnensis
Haworthia reinwardtii var. chalumnensis
Haworthia reinwardtii var. fallax
Haworthia reinwardtii var. herrei
Haworthia reinwardtii var. triebneri
Haworthia reinwardtii var. triebneri
Haworthia resendeana
Haworthia resendeana
Haworthia reticulata
Haworthia reticulata
Haworthia reticulata
Haworthia reticulata
Haworthia reticulata
Haworthia reticulata
Haworthia reticulata
Haworthia reticulata
Haworthia reticulata
Haworthia reticulata
Haworthia reticulata var. hurlingii
Haworthia retusa
Haworthia retusa
Haworthia retusa
Haworthia retusa
Haworthia retusa
Haworthia rugosa
Haworthia ryderiana
Haworthia schuldtiana
Haworthia sessiliflora
Haworthia springbokvlakensis
Haworthia springbokvlakensis
Haworthia subattenuata
Haworthia subulata
Haworthia tessellata
Haworthia tessellata
Haworthia tessellata
Haworthia tessellata
Haworthia tessellata
Haworthia tessellata
Haworthia tessellata
Haworthia tessellata
Haworthia tessellata
Haworthia tessellata
Haworthia tessellata
Haworthia tessellata
Haworthia tessellata
Haworthia tessellata
Haworthia tessellata
Haworthia tessellata
Haworthia tessellata
Haworthia tessellata var. inflexa
Haworthia tisleyi
Haworthia tortuosa var. curta
Haworthia triebneriana
Haworthia triebneriana
Haworthia truncata
Haworthia truncata
Haworthia truncata f. tenuis
Haworthia truncata f. tenuis
Haworthia turgida
Haworthia turgida
Haworthia turgida
Haworthia turgida
Haworthia turgida
Haworthia turgida var. suberecta
Haworthia turgida var. subtuberculata
Haworthia variegata
Haworthia venosa
Haworthia venosa
Haworthia venosa
Haworthia venosa
Haworthia venosa
Haworthia venosa
Haworthia venosa
Haworthia venosa
Haworthia venosa
Haworthia venosa subsp. recurva
Haworthia venosa subsp. recurva
Haworthia venosa subsp. recurva
Haworthia venosa subsp. recurva
Haworthia venosa subsp. tessellata
Haworthia venosa subsp. tessellata
Haworthia viscosa
Haworthia viscosa
Haworthia viscosa
Haworthia viscosa
Haworthia viscosa var. pseudotortuosa
Haworthia vittata
Haworthia vittata
Haworthia × revendettii
Haworthia × revendettii
Haworthia × rigida
Haworthia × tortuosa
Haworthia × tortuosa
Haworthia × tortuosa
Haworthiopsis 'Robert Kuentz'
Haworthiopsis attenuata
Haworthiopsis attenuata
Haworthiopsis attenuata
Haworthiopsis attenuata
Haworthiopsis attenuata
Haworthiopsis attenuata
Haworthiopsis attenuata
Haworthiopsis attenuata
Haworthiopsis attenuata
Haworthiopsis attenuata
Haworthiopsis attenuata
Haworthiopsis attenuata
Haworthiopsis hybrid
Haworthiopsis limifolia
Haworthiopsis limifolia
Haworthiopsis limifolia
Haworthiopsis limifolia
Haworthiopsis limifolia var. gigantea
Haworthiopsis limifolia var. ubomboensis
Haworthiopsis sordida
Haworthiopsis venosa
Haworthiopsis viscosa var. viscosa
Haworthiopsis woolleyi
Haworthiopsis × cassytha
Haworthiopsis × kewensis
Haworthiopsis × sampaiana
Hebe buchananii 'Minor'
Hebe corriganii
Hebe corriganii
Hebe ramosissima
Hechtia montana
Hechtia podantha
Hechtia tillandsioides
Hechtia tillandsioides
Hedycarya arborea
Hedychium
Hedychium
Hedychium 'Double Edge'
Hedychium coccineum
Hedychium coccineum
Hedychium coccineum
Hedychium coccineum var. urophyllum
Hedychium coronarium
Hedychium coronarium
Hedychium coronarium
Hedychium ellipticum
Hedychium flavescens
Hedychium flavescens
Hedychium gardnerianum
Hedychium gardnerianum
Hedychium gomezianum
Hedychium greenii
Hedychium hasseltii
Hedychium muluense
Hedychium spicatum
Hedychium spicatum
Hedychium spicatum
Hedychium × raffillii 'C. P. Raffill'
Hedychium × raffillii 'C. P. Raffill'
Hedyscepe canterburyana
Heimia salicifolia
Heliamphora
Heliamphora exappendiculata
Heliamphora heterodoxa
Heliamphora heterodoxa × minor
Heliamphora minor
Heliamphora neblinae
Heliamphora nutans
Heliamphora nutans
Heliamphora purpurascens
Heliamphora sarracenioides
Helichrysum bracteatum
Heliconia hirsuta
Heliconia psittacorum
Heliconia schiedeana
Heliocereus speciosus
Heliocereus speciosus
Heliotropium messerschmidioides
Heliotropium velutinum
Heliotropium velutinum
Hemiboea henryi
Hemigraphis alternata
Hemionitis achariorum
Hemionitis arifolia
Hemionitis viridis
Heptapleurum rhododendrifolium
Hereroa calycina
Hereroa dyeri
Hereroa glenensis
Hereroa gracilis
Hereroa puttkameriana
Heritiera littoralis
Heritiera macrophylla
Hermannia flammea
Hermannia flammea
Hermannia pinnata
Hermannia stricta
Hernandia mascarenensis
Hernandia nymphaeifolia
Hernandia peltata
Herrania balaensis
Heteradelphia paulojaegeria
Heteradelphia paulojaegeria
Heteropterys glabra
Heteropterys glabra
Heteropterys umbellata
Hevea brasiliensis
Hibiscadelphus distans
Hibiscadelphus distans
Hibiscadelphus distans
Hibiscadelphus distans
Hibiscadelphus giffardianus
Hibiscadelphus hualalaiensis
Hibiscadelphus hualalaiensis
Hibiscus
Hibiscus
Hibiscus 'Miss Kitty'
Hibiscus 'The President'
Hibiscus arnottianus
Hibiscus arnottianus
Hibiscus arnottianus subsp. arnottianus
Hibiscus arnottianus subsp. arnottianus
Hibiscus arnottianus subsp. punaluuensis
Hibiscus boryanus
Hibiscus boryanus
Hibiscus calyphyllus
Hibiscus cameronii
Hibiscus clayii
Hibiscus coccineus
Hibiscus coccineus
Hibiscus columnaris
Hibiscus diplocrater
Hibiscus diplocrater
Hibiscus elatus
Hibiscus ferrugineus
Hibiscus fragilis
Hibiscus fragilis
Hibiscus genevii
Hibiscus genevii
Hibiscus genevii
Hibiscus grandidieri
Hibiscus hamabo
Hibiscus hamabo
Hibiscus hamabo
Hibiscus hamabo
Hibiscus insularis
Hibiscus insularis
Hibiscus kokio subsp. kokio
Hibiscus liliiflorus
Hibiscus liliiflorus
Hibiscus lunariifolius
Hibiscus mabberleyi
Hibiscus mabberleyi
Hibiscus macrogonus
Hibiscus mutabilis
Hibiscus pacificus
Hibiscus pedunculatus
Hibiscus phanerandrus
Hibiscus rosa-sinensis
Hibiscus sakamaliensis
Hibiscus schizopetalus
Hibiscus schizopetalus
Hibiscus schizopetalus
Hibiscus scottii
Hibiscus scottii
Hibiscus storckii
Hibiscus thespesianus var. thespesianus
Hibiscus tiliaceus
Hibiscus tiliaceus
Hibiscus waimeae subsp. hannerae
Hieronymiella
Hieronymiella argentina
Hildegardia barteri
Hilsenbergia petiolaris
Himalayacalamus cupreus
Himalayacalamus falconeri 'Damarapa'
Himalayacalamus falconeri 'Damarapa'
Himalayacalamus hookerianus
Himalayacalamus hookerianus
Himalayacalamus porcatus
Hippeastrum argentinum
Hippeastrum argentinum
Hippeastrum argentinum
Hippeastrum argentinum
Hippeastrum aulicum
Hippeastrum bifidum var. spathaceum
Hippeastrum calyptratum
Hippeastrum psittacinum
Hippeastrum psittacinum
Hippeastrum psittacinum
Hippeastrum psittacinum
Hippeastrum psittacinum
Hippeastrum puniceum
Hippeastrum stylosum
Hippobroma longiflora
Histiopteris incisa
Hohenbergia augusta
Hohenbergia catingae
Hohenbergia correia-arauji
Hohenbergia disjuncta
Hohenbergia edmundoi
Hohenbergia eriostachya
Hohenbergia magnispina 'Karla'
Hohenbergia magnispina 'Karla'
Hohenbergia stellata
Hohenbergiopsis guatemalensis
Hohenbergiopsis guatemalensis
Holcoglossum wangii
Holmskioldia sanguinea
Holmskioldia sanguinea
Holocalyx balansae
Holocalyx balansae
Holocalyx balansae
Holocalyx balansae
Homalanthus populifolius
Homalomena
Homalomena deltoidea
Hoodia
Hoodia dregei
Hoodia gordonii
Hoodia juttae
Houttuynia cordata
Howea belmoreana
Howea belmoreana
Howea belmoreana
Howea forsteriana
Howea forsteriana
Howea forsteriana
Howea forsteriana
Howea forsteriana
Hoya
Hoya
Hoya
Hoya
Hoya
Hoya
Hoya
Hoya
Hoya acuta
Hoya albiflora
Hoya australis
Hoya australis
Hoya australis
Hoya australis
Hoya australis
Hoya bilobata
Hoya carnosa
Hoya carnosa
Hoya carnosa
Hoya carnosa
Hoya cominsii
Hoya curtisii
Hoya darwinii
Hoya diversifolia
Hoya diversifolia
Hoya diversifolia
Hoya diversifolia
Hoya diversifolia
Hoya erythrina
Hoya erythrina
Hoya finlaysonii
Hoya fraterna
Hoya globulosa
Hoya globulosa
Hoya hybrid
Hoya inconspicua
Hoya intermedia
Hoya kentiana
Hoya kentiana
Hoya kerrii
Hoya lacunosa
Hoya lacunosa
Hoya laurifolia
Hoya longifolia
Hoya longifolia
Hoya longifolia
Hoya macgillivrayi
Hoya macgillivrayi
Hoya macgillivrayi
Hoya macgillivrayi
Hoya macgillivrayi
Hoya membranifolia
Hoya neocaledonica
Hoya neoebudica
Hoya nummularioides
Hoya plicata
Hoya pottsii
Hoya pottsii
Hoya pseudolanceolata
Hoya pubicalyx
Hoya pubicalyx
Hoya pubicalyx
Hoya revoluta
Hoya revoluta
Hoya vanuatensis
Hoya vitellinoides
Huernia blyderiverensis
Huernia blyderiverensis
Huernia boleana
Huernia boleana
Huernia campanulata
Huernia hadhramautica
Huernia hallii
Huernia keniensis
Huernia keniensis var. grandiflora
Huernia mccoyi
Huernia nigeriana
Huernia oculata
Huernia oculata
Huernia pendula
Huernia pendula
Huernia penzigii
Huernia pillansii
Huernia primulina
Huernia procumbens
Huernia reticulata
Huernia somalica
Huernia thuretii
Huernia verekeri var. angolensis
Huernia volkartii var. repens
Humata
Humata heterophylla
Humbertiella decaryi
Humbertioturraea malifolia
Huperzia
Huperzia carinata 'Anymeae'
Huperzia goebelii
Huperzia squarrosa
Huperzia squarrosa 'Pato'
Hydnophytum
Hydnophytum
Hydnophytum
Hydnophytum formicarum
Hydnophytum moseleyanum
Hydrangea seemannii
Hydriastele pinangoides
Hydriastele wendlandiana
Hygrophila ringens subsp. ringens
Hylaeaicum eleutheropetalum
Hylaeaicum eleutheropetalum
Hylaeaicum eleutheropetalum
Hylaeaicum margaretae
Hylocereus
Hylocereus
Hylocereus calcaratus
Hylocereus calcaratus
Hylocereus costaricensis
Hylocereus costaricensis
Hylocereus lemairei
Hylocereus peruvianus
Hylocereus polyrhizus
Hylocereus triangularis
Hylocereus tricae
Hylocereus tricae
Hylocereus tricae
Hylocereus trigonus
Hylocereus trigonus
Hylocereus trigonus
Hylocereus trigonus
Hylocereus trigonus
Hylocereus undatus
Hylocereus undatus
Hymenanthera chathamica
Hymenanthera crassifolia
Hymenanthera crassifolia
Hymenanthera novae-zelandiae
Hymenanthera novae-zelandiae
Hymenanthera obovata
Hymenocallis littoralis
Hymenocallis littoralis
Hymenocallis × festalis
Hymenolepis parviflora
Hymenophyllum
Hymenophyllum
Hymenophyllum
Hyperacanthus
Hyperacanthus grevei
Hypericum aegypticum subsp. maroccanum
Hypericum aegypticum subsp. maroccanum
Hypericum canariense
Hypericum kouytchense
Hypericum kouytchense
Hypericum roeperianum
Hypericum roeperianum
Hypocyrta selloana
Hypodematium crenatum
Hypoestes aristata
Hypoestes phyllostachya
Hypolytrum mauritianum
Hypoxis angustifolia
Hypoxis urceolata
Hypoxis urceolata
Hypoxis villosa
Hyptis rhomboidea
Ibervillea millspaughii
Ibervillea sonorae
Ibervillea sonorae
Ida
Ida Rikyu gx
Ida ariasii
Ida cinnabarina
Ida fulvescens
Ida locusta
Ida reichenbachii
Ilex canariensis
Ilex canariensis
Ilex cyrtura
Ilex kingiana
Ilex melanotricha
Ilex melanotricha
Ilex mitis
Ilex paraguariensis
Ilex rubra
Ilex tolucana
Ilex triflora var. kanehirae
Ilex triflora var. kanehirae
Ilex triflora var. kanehirae
Ilex vomitoria
Ilex zhejiangensis
Illicium
Illicium philippinense
Impatiens
Impatiens balansae
Impatiens balansae
Impatiens balansae
Impatiens balansae
Impatiens bisaccata
Impatiens campanulata
Impatiens campanulata
Impatiens flaccida
Impatiens grandis
Impatiens grandis
Impatiens grandis
Impatiens grandis
Impatiens grandis
Impatiens grandis
Impatiens hians
Impatiens loki-schmidtiae
Impatiens morsei 'Secret Love'
Impatiens morsei 'Secret Love'
Impatiens niamniamensis
Impatiens niamniamensis
Impatiens niamniamensis
Impatiens niamniamensis
Impatiens omeiana
Impatiens omeiana
Impatiens parasitica
Impatiens pritzelii 'Hubei Red'
Impatiens teitensis subsp. teitensis
Impatiens teitensis subsp. teitensis
Impatiens teitensis subsp. teitensis
Impatiens walleriana
Impatiens walleriana
Impatiens walleriana
Impatiens walleriana
Impatiens walleriana
Impatiens walleriana
Impatiens zombensis
Impatiens zombensis
Impatiens zombensis
Indigofera jucunda
Indigofera jucunda
Inga
Inga insignis
Inga insignis
Intsia palembanica
Iochroma australe
Iochroma australe
Iochroma calycinum
Iochroma calycinum
Iochroma coccineum
Iochroma fuchsioides
Iochroma fuchsioides
Ipomoea
Ipomoea batatas
Ipomoea bolusiana
Ipomoea horsfalliae
Ipomoea mauritiana
Ipomoea mauritiana
Ipomoea pes-caprae
Ipomoea prismatosyphon
Iris 'Ann Chowning'
Iris 'Black Gamecock'
Iris 'Colorific'
Iris 'Dixie Deb'
Iris 'Graceland'
Iris 'King Creole'
Iris 'Sunny Side Up'
Iris 'Yellow Fall'
Iris aucheri 'Güner's Blue'
Iris aucheri 'Leylek Lilac'
Iris aucheri 'Mitch'
Iris aucheri 'Olof'
Iris confusa
Iris confusa
Iris cycloglossa
Iris ensata
Iris ensata
Iris ensata
Iris ensata 'Graceuse'
Iris ensata 'Rose Queen'
Iris humilis
Iris japonica
Iris japonica
Iris magnifica
Iris magnifica 'Margaret Mathew'
Iris nusairiensis
Iris pseudacorus 'Holden's Child'
Iris pseudacorus var. bastardii
Iris vicaria
Iris wattii
Iris wattii
Iris willmottiana
Isabelia pulchella
Isabelia violacea
Ischnolepis natalensis
Ismene hawkesii
Ismene longipetala
Ismene longipetala
Ismene narcissiflora
Isochilus carnosiflorus
Isochilus carnosiflorus
Isochilus linearis
Isochilus linearis
Isochilus linearis
Isochilus linearis
Isochilus linearis
Isoglossa variegata
Isolepis sulcata
Ixia monadelpha
Ixia vanzijliae
Ixia versicolor
Ixia viridiflora
Ixora chinensis
Ixora coccinea
Ixora coccinea 'Corner's Dwarf Coccinea'
Ixora margaretae
Ixora trilocularis
Ixora trilocularis
Ixora williamsii
Jaborosa integrifolia
